"","BROKEN","CAMPASPE","DUMARESQ","EDWARD-WAKOOL","GINGHAM","GOULBURN","GUNBOWER","GWYDIR","L_MURRAY","LODDON_PYRAMID","LOWER_DARLING","MACINTYRE","MACQUARIE","MULLAROO_LINDSAY","MURRAY-Barmah","MURRAY-dsYarrawonga","MURRAY-mid","MURRUMBIDGEE","SEVERN","UPPER_DARLING","WIMMERA"
"X694019.37..",0.04,0,0,0.0909,0,0,0.05,0.1299,0,0,0.1264,0,0,0,0.1667,0,0.0147,0,0,0.0655,0
"X694097.32..",0.04,0.0788,0,0.0909,0.04,0,0.05,0.0887,0.0974,0.1068,0.1264,0.05,0.0494,0.1374,0,0.2009,0.0435,0.166,0.1727,0.0966,0
"X694150.9..",0.04,0.0788,0,0,0,0.0333,0.05,0.0455,0.0974,0.0726,0.0655,0.1,0.0494,0.0714,0,0.0726,0.0292,0.1215,0.1727,0.0655,0.085
"X694313.59..",0.15,0.1092,0,0.0909,0.2628,0.0966,0.1842,0.0887,0.0974,0.1709,0.1276,0.0974,0.1404,0.1374,0.2,0.1709,0.1743,0.1906,0.3091,0.1264,0.2312
"X694660.49..",0.04,0.027,0,0.0909,0,0.0655,0.0974,0.1688,0.05,0,0.0655,0.05,0,0,0,0.1068,0.0575,0.0256,0.0909,0,0.1245
"X694720.9..",0.5033,0.3588,0.2719,0.4545,0.3167,0.3989,0.3579,0.3831,0.2605,0.4387,0.4138,0.3868,0.4045,0.3516,0.3,0.3718,0.4056,0.3933,0.4273,0.3879,0.3221
"X694785.12..",0.15,0.1036,0.1491,0.2455,0.115,0.1828,0.1421,0.1299,0.0974,0.0726,0.2598,0.2237,0.1404,0.1374,0,0.1396,0.1978,0.0749,0.1727,0.0966,0.1245
"X694919.16..",0.0783,0.1778,0.3713,0,0.04,0.0655,0.2237,0.2749,0.3289,0.2821,0.1264,0.2605,0.1186,0.1374,0.3,0.2293,0.209,0.1876,0.3091,0.1264,0
"X694998.16..",0.4817,0.482,0.5146,0.5455,0.5,0.5057,0.5079,0.4913,0.3842,0.51,0.5057,0.5079,0.5038,0.4231,0.5333,0.4886,0.5042,0.4717,0.4909,0.4954,0.496
"X695536.63..",0.2945,0.2928,0.1491,0,0.3913,0.34,0.4485,0.3571,0.45,0.2077,0.3034,0.4444,0.3808,0.4423,0.55,0.3267,0.3445,0.3798,0.5182,0.266,0.3143
"X695583.32..",0.415,0.5056,0.5163,0.5222,0.5059,0.4231,0.5117,0.5095,0.4868,0.5071,0.508,0.5079,0.5019,0.5192,0.45,0.5071,0.4934,0.506,0.4727,0.4975,0.513
"X695709.39..",0.5067,0.4557,0.2719,0.4909,0.4366,0.5069,0.4289,0.3831,0.4921,0.51,0.4724,0.4053,0.4962,0.4725,0.4,0.4829,0.4985,0.5074,0.5182,0.4931,0.4664
"X695786.35..",0,0.027,0,0,0,0.0333,0.05,0.0455,0,0,0,0,0,0.0714,0,0,0.0997,0.0506,0,0,0
"X696292.17..",0.4058,0.3085,0.4269,0.5833,0.4416,0.337,0.3917,0.3593,0.3632,0.3,0.3046,0.3392,0.3391,0.4318,0.3,0.3305,0.2797,0.4008,0.5273,0.3214,0.2484
"X696320.17..",0.475,0.5075,0.5117,0.5273,0.48,0.4954,0.5053,0.513,0.5158,0.49,0.5046,0.5105,0.4821,0.522,0.5333,0.5057,0.4899,0.4993,0.5364,0.5086,0.5138
"X696529.26..",0.0783,0.1276,0.2368,0,0.115,0.0655,0,0.2056,0.0974,0.037,0,0.1842,0.025,0.0714,0.3,0.1068,0.1624,0.0749,0.2455,0.1552,0.1245
"X696867.51..",0.2483,0.1967,0.307,0.3182,0.215,0.2919,0.307,0.3831,0.3842,0.2564,0.2092,0.1842,0.1827,0.2033,0.1667,0.2023,0.1764,0.226,0.0909,0.1839,0.3498
"X697144.33..",0.15,0.3008,0.3713,0.4091,0.3478,0.1264,0.3553,0.461,0.3579,0.3519,0.4,0.3099,0.3263,0.4451,0.5,0.2564,0.3549,0.1588,0.1727,0.3154,0.2628
"X697400.45..",0.115,0.027,0.0526,0.2455,0,0.1264,0.0974,0,0.0974,0.1068,0.0333,0,0,0.0714,0.1667,0.1396,0.0435,0.1437,0,0.0966,0.085
"X697755.46..",0.115,0.1036,0.152,0.3091,0.15,0.2816,0.4053,0.3143,0.2974,0.1068,0.1828,0.2605,0.1821,0.0714,0.1667,0.3077,0.2926,0.2449,0.1727,0.2906,0.2648
"X698068.68..",0.0783,0.1036,0.2339,0.0909,0.245,0.0333,0,0.0455,0.0974,0.1068,0,0.1,0.0962,0.1374,0.3,0.0726,0.0292,0.0506,0,0.1828,0.1621
"X698115.21..",0.0783,0.1734,0.2719,0.0909,0.1833,0.2356,0.2605,0.2833,0.2605,0.2849,0.2828,0.05,0.1186,0.2582,0.3333,0.2308,0.1622,0.2703,0.1727,0.2345,0.3458
"X698240.47..",0.0417,0.0856,0.0526,0.0909,0.115,0.0357,0.0974,0.2056,0,0.037,0.0655,0.05,0.1404,0.2033,0,0.1068,0.0435,0.0256,0,0,0
"X698388.62..",0.15,0.0788,0,0.0909,0.15,0.0655,0.0974,0.0887,0.1447,0.2009,0.2356,0.0974,0.0962,0.0714,0.4333,0.2009,0.1115,0.1653,0.1727,0.1264,0.085
"X698734.39..",0.3605,0.35,0.345,0.4545,0.4091,0.3264,0.3553,0.4459,0.1868,0.463,0.4517,0.2237,0.4244,0.2527,0.4333,0.3291,0.302,0.2755,0.3182,0.4598,0.4783
"X698814.31..",0.3605,0.3116,0.0526,0.0909,0.115,0.3448,0.2947,0.1688,0.1842,0.2293,0.0966,0.05,0.3397,0.0714,0,0.3077,0.2423,0.2449,0.3727,0.1264,0.3696
"X699144.67..",0.04,0.0278,0.0526,0,0.0435,0.1552,0.05,0,0.05,0.0726,0.0655,0,0.0731,0,0.3,0.0726,0.0435,0.0749,0,0,0
"X699179.63..",0,0,0.0526,0,0,0.037,0.0526,0.0455,0.05,0.0417,0.0655,0,0.1186,0.0714,0,0.115,0.0448,0.0533,0.0909,0.0385,0.05
"X699201.23..",0.0783,0.027,0.0526,0,0,0.1264,0.05,0.1299,0,0.037,0.0333,0.0974,0,0,0,0,0.0292,0.0256,0,0.0966,0
"X700069.32..",0.4917,0.4535,0.5175,0.5364,0.3933,0.4989,0.5079,0.4416,0.5105,0.5085,0.5,0.3842,0.4744,0.4231,0.5333,0.4658,0.4965,0.5027,0.4818,0.4115,0.4901
"X700125.35..",0,0.0533,0.0526,0.3182,0.215,0.0333,0.05,0.1688,0.05,0,0.1264,0.0974,0.025,0.0714,0,0.0741,0.0713,0.0749,0,0.0655,0.1976
"X700210.42..",0,0,0.1491,0,0.04,0.0333,0,0,0.05,0.037,0,0.05,0,0,0,0.1396,0.0292,0,0,0.0655,0
"X700603.9..",0.51,0.4126,0.3743,0.3091,0.3052,0.5092,0.3553,0.2056,0.4474,0.4929,0.3046,0.4526,0.4609,0.4341,0.3333,0.4723,0.4063,0.359,0.4455,0.4347,0.498
"X700627.66..",0.3841,0.4825,0.3684,0.3333,0.3579,0.3522,0.4035,0.4048,0.1868,0.4217,0.3034,0.2947,0.4526,0.2527,0.35,0.3519,0.3207,0.4474,0.3091,0.2839,0.5079
"X700695.30..",0.15,0.3431,0.4006,0.2455,0.4767,0.2839,0.3842,0.4589,0.3579,0.3704,0.4276,0.3605,0.3244,0.4286,0.4,0.4387,0.4247,0.4061,0.3727,0.4126,0.3913
"X701242.12..",0.4817,0.4129,0.307,0.5182,0.4764,0.4632,0.5053,0.4784,0.4842,0.4843,0.5034,0.3579,0.3923,0.4505,0.4667,0.4715,0.441,0.4414,0.4545,0.492,0.4486
"X701368.60..",0.0783,0.1952,0,0,0,0.0333,0.05,0.0455,0,0,0.0655,0.05,0.025,0.0714,0,0,0.0435,0.0506,0,0.0966,0.0455
"X701463.37..",0.0783,0.1036,0.3421,0.0909,0.15,0.1828,0.05,0.0887,0.3868,0.1396,0.0333,0.3579,0.1186,0.0714,0.3,0.1396,0.1741,0.1862,0.1727,0.0966,0.085
"X701686.30..",0.245,0.3108,0.2719,0.2455,0.2767,0.2828,0.2263,0.2403,0.3,0.3333,0.2092,0.2947,0.3103,0.3022,0,0.1396,0.1861,0.1869,0.4545,0.3448,0.1976
"X701797.53..",0.0783,0.027,0.0526,0.0909,0,0.0966,0,0.0887,0,0.1396,0,0,0.025,0,0,0.0726,0.0713,0.0985,0,0,0.0435
"X702231.67..",0.085,0.0286,0.0526,0,0.1621,0.0333,0.0526,0,0,0.0754,0,0,0,0.0769,0,0.037,0.0448,0.0526,0,0.0966,0
"X702507.7..",0,0,0,0.125,0,0,0.114,0,0,0,0,0.05,0,0,0,0.04,0.078,0.0506,0,0,0
"X702561.24..",0.0783,0.1509,0,0,0,0.0655,0.05,0.0455,0.1842,0.037,0.0966,0.1842,0.0737,0,0,0.0726,0.0983,0.0263,0.1727,0.1552,0.1621
"X703311.9..",0.0417,0,0,0,0,0.0333,0,0,0.1421,0,0,0,0,0.0714,0,0,0.0292,0,0.0909,0,0.0887
"X703348.16..",0,0.0548,0,0,0.1902,0.0333,0.0974,0,0,0.037,0.0655,0.0974,0,0.1374,0,0,0.0147,0.0506,0,0.1264,0
"X703975.17..",0.115,0.1036,0,0,0.1833,0.0655,0.0974,0.0455,0.05,0.1068,0.0333,0,0.0494,0.0714,0,0.037,0.0983,0.1215,0.0909,0.0966,0.0435
"X704292.44..",0.2312,0.2941,0.1023,0.1667,0.1621,0.4214,0.3167,0.171,0.05,0.3098,0.0655,0,0.309,0.0769,0,0.1902,0.1916,0.226,0.4182,0.1305,0.2719
"X704461.58..",0.4022,0.4874,0.5117,0.4778,0.4567,0.3715,0.5117,0.487,0.5105,0.5015,0.4138,0.5053,0.4141,0.4231,0.55,0.4954,0.4998,0.5,0.5091,0.4975,0.5
"X704526.8..",0.47,0.452,0.4766,0.3182,0.3917,0.4276,0.4684,0.4242,0.4079,0.3519,0.4621,0.4316,0.3673,0.2582,0.5333,0.3718,0.3856,0.4413,0.3727,0.4391,0.4783
"X704700.12..",0.15,0.2372,0.1023,0.1727,0.1167,0.1828,0.0974,0.1688,0.0974,0.2564,0.2598,0.2263,0.1821,0.1374,0,0.1709,0.1245,0.2456,0.4778,0.1601,0.1245
"X705396.14..",0,0.0788,0,0,0.0783,0.0333,0.05,0.0455,0.05,0.0726,0.0333,0,0.0494,0.0714,0,0,0.0435,0.0506,0,0.0333,0
"X705564.60..",0,0,0.1023,0,0.0435,0.0357,0,0,0,0.04,0,0.1023,0.025,0.0769,0,0,0.0154,0.0519,0,0,0
"X705764.45..",0.4083,0.4,0.4766,0.3182,0.4308,0.4126,0.4474,0.4957,0.4289,0.4245,0.4126,0.4526,0.3795,0.3901,0.5,0.4231,0.3914,0.3784,0.4545,0.4632,0.4328
"X706169.34..",0.0783,0.0788,0.0526,0.1727,0.115,0.0655,0,0.1299,0.2237,0.0726,0.1264,0.2237,0.0494,0.1978,0,0.1068,0.1245,0.0985,0.3091,0.0655,0.2332
"X706674.57..",0.15,0,0,0.1727,0,0.0333,0.05,0.0455,0,0.037,0.0655,0.05,0.1615,0,0,0.0726,0.0435,0.0506,0,0.0966,0.0435
"X706704.45..",0.215,0.081,0.1023,0.3182,0.04,0.0966,0.0974,0.2078,0.1842,0.1068,0.2356,0.1842,0.2397,0.3022,0,0.2578,0.2524,0.1437,0.0909,0.2356,0.1357
"X706892.7..",0.37,0.3581,0.345,0.2455,0.4117,0.3621,0.3579,0.4264,0.1421,0.2835,0.4149,0.2605,0.3391,0.3462,0.3,0.2293,0.2928,0.3313,0.4182,0.2828,0.4466
"X707028.39..",0,0.0788,0.0526,0,0.115,0.0333,0.0974,0.1299,0,0,0.0655,0.0974,0.025,0.1374,0.1667,0.0726,0.0575,0.1215,0,0.0966,0.085
"X707135.26..",0.245,0.238,0.193,0.3091,0.2228,0.2356,0.0974,0.2424,0.1842,0.1709,0.1552,0.3868,0.2019,0.2756,0.1667,0.2564,0.2201,0.1215,0.1727,0.1264,0.085
"X707737.20..",0.0783,0.0788,0.2719,0.0909,0.0417,0.1552,0.05,0.0455,0.1842,0,0.0333,0.05,0.0962,0.1374,0.1667,0.1396,0.0849,0.0749,0.0909,0.0333,0
"X708092.51..",0.1902,0.2681,0.2719,0.4182,0.1976,0.2092,0.2947,0.3593,0.05,0.3077,0.2598,0.2605,0.3532,0.1978,0.1667,0.2009,0.1499,0.2688,0.2455,0.2598,0.2524
"X709151.6..",0.115,0.027,0,0,0.04,0,0,0.0455,0,0,0,0,0.0494,0,0,0,0.0575,0,0,0.0333,0
"X709184.52..",0,0.0788,0,0,0,0,0.0625,0,0,0,0.0333,0,0,0,0,0.0783,0.0305,0.0256,0,0.0966,0.0556
"X709205.20..",0.4617,0.4685,0.5029,0.5364,0.505,0.4943,0.5105,0.4957,0.4947,0.4972,0.5103,0.4895,0.4917,0.3901,0.5,0.49,0.4601,0.4582,0.5182,0.4943,0.3735
"X709446.60..",0.5117,0.4917,0.4269,0.4455,0.4767,0.4517,0.5158,0.5087,0.4816,0.453,0.5069,0.4766,0.4244,0.489,0.5,0.4672,0.4857,0.4844,0.5182,0.4989,0.4783
"X709468.6..",0.49,0.4786,0.3392,0.5,0.5,0.4683,0.4842,0.461,0.4895,0.4744,0.4276,0.5105,0.3237,0.5055,0.3,0.4074,0.4688,0.4955,0.5182,0.4115,0.5
"X709893.67..",0.0435,0.0856,0.275,0,0.1621,0.3169,0.2879,0.1299,0.05,0.2332,0.1264,0.1491,0.1615,0.1474,0.4,0.115,0.1815,0.2112,0.2455,0.0345,0.1491
"X709969.46..",0,0,0.1023,0,0.1196,0.0357,0.1491,0.0455,0,0.037,0.0966,0.05,0.0731,0.0714,0.1667,0.0385,0.0849,0.0506,0.0909,0.0345,0
"X710278.19..",0.2733,0.2928,0.3947,0.3091,0.404,0.2598,0.2605,0.4026,0.1868,0.3063,0.2092,0.1447,0.2577,0.478,0.1667,0.3305,0.1859,0.2814,0.2455,0.3805,0.2312
"X710520.27..",0.35,0.1824,0.424,0.3091,0.1976,0.2828,0.2974,0.3571,0.2974,0.2564,0.2586,0.307,0.4038,0.1978,0.4,0.3732,0.2636,0.1959,0,0.266,0.2925
"X710647.9..",0.5033,0.5083,0.3947,0.5182,0.5054,0.5057,0.5132,0.474,0.5,0.5071,0.4989,0.4447,0.4974,0.511,0.4667,0.4929,0.5,0.4879,0.5182,0.4977,0.5079
"X710791.10..",0.0435,0.0278,0.193,0.0909,0.0435,0,0.1491,0,0.05,0.1068,0.1552,0,0,0,0,0.037,0.0983,0.1276,0.2455,0.0333,0
"X710971.8..",0.2312,0.2928,0.307,0.0909,0.15,0.1552,0.0526,0.2403,0.1421,0.245,0.346,0.05,0.0962,0.2527,0.35,0.1396,0.1764,0.1693,0,0.2345,0.0974
"X711835.21..",0.0435,0.0533,0.193,0,0.0815,0.2598,0.2632,0.0455,0.05,0,0.1264,0.1421,0.1821,0.0714,0.25,0.0726,0.1374,0.101,0.1727,0.0333,0.0476
"X712004.6..",0.37,0.3937,0.3713,0.5182,0.3587,0.4241,0.3579,0.4892,0.3579,0.4644,0.3966,0.3977,0.4026,0.3846,0.4667,0.3917,0.385,0.3738,0.3727,0.4187,0.3933
"X712078.10..",0.4366,0.492,0.4706,0.4286,0.4547,0.4088,0.4044,0.4892,0.45,0.3704,0.4241,0.4605,0.3673,0.4725,0.35,0.3718,0.4383,0.4527,0.3636,0.3719,0.5079
"X712236.26..",0.2312,0.3423,0.3977,0.5357,0.381,0.3116,0.3917,0.4589,0.4649,0.3623,0.4609,0.3868,0.3391,0.3205,0.5,0.2646,0.3936,0.3167,0.4545,0.3621,0.4386
"X712281.13..",0.2467,0.2697,0.1023,0.3636,0.2628,0.3046,0.1421,0.1688,0.2974,0.3063,0.2092,0.1842,0.275,0.1978,0.3333,0.1709,0.2529,0.1913,0.0909,0.3116,0.3221
"X712943.19..",0,0,0,0,0.0783,0,0,0.0455,0,0.1245,0.1264,0.1421,0.0494,0,0,0.1196,0.1026,0.0788,0.0909,0.0333,0.1421
"X714033.11..",0.395,0.4212,0.2339,0.2545,0.3717,0.2828,0.3263,0.4026,0.1842,0.4558,0.3253,0.2632,0.3801,0.3846,0.3,0.3903,0.2829,0.3144,0.4909,0.3966,0.3458
"X714346.65..",0.115,0.0788,0,0,0,0.0655,0,0.0455,0,0.037,0.0966,0,0.025,0.0714,0,0.037,0.0575,0.1215,0,0,0
"X714376.16..",0.185,0.3175,0.3421,0.2455,0.4366,0.3241,0.1421,0.4589,0.3842,0.2009,0.3828,0.307,0.2026,0.3462,0.3,0.2578,0.2634,0.2807,0.3182,0.3241,0.2312
"X714448.28..",0.0783,0,0.1491,0,0.1196,0.1552,0.1421,0.2056,0.05,0.0726,0,0.0974,0.1821,0,0.2,0.0726,0.1497,0.1245,0.0909,0,0
"X714587.32..",0.0435,0.1155,0.1053,0,0.04,0.0815,0,0.0887,0.05,0.115,0.1264,0.05,0,0.1374,0,0,0.0983,0.081,0.0909,0.1276,0.0974
"X714678.7..",0.04,0,0,0,0,0.0333,0,0,0,0,0,0,0.025,0,0.1667,0.037,0.0147,0.0749,0.0909,0,0.0435
"X714767.33..",0.5109,0.455,0.4649,0.5182,0.4567,0.4621,0.4632,0.4913,0.4447,0.4915,0.5,0.5053,0.4244,0.478,0.5667,0.5028,0.4515,0.4899,0.5091,0.4391,0.3715
"X715056.66..",0.2648,0.4126,0.4825,0.4,0.4855,0.2646,0.481,0.4242,0.4079,0.3333,0.454,0.5053,0.4135,0.4487,0.35,0.4169,0.4016,0.4261,0.4818,0.4594,0.307
"X715218.16..",0,0,0.193,0.1727,0.0815,0,0.05,0.0455,0.05,0.0726,0.0966,0.0974,0.0494,0.0714,0,0.037,0.0147,0.0256,0.1818,0.0966,0.085
"X715266.57..",0.37,0.4122,0.3392,0.3636,0.4417,0.4529,0.3842,0.2403,0.3553,0.3718,0.3828,0.3816,0.4353,0.3462,0.3,0.3533,0.3626,0.4197,0.1727,0.1884,0.2628
"X715355.19..",0.0783,0.1036,0.1491,0.2455,0.115,0.1264,0.1421,0.0887,0.1842,0.1396,0.1828,0.1491,0.1615,0.1978,0.3,0.1396,0.1497,0.1215,0.0909,0.2092,0.1621
"X716071.35..",0.0435,0.0312,0,0.1429,0,0.04,0,0.0476,0.05,0,0.1264,0,0.025,0.0769,0,0.0754,0.0745,0.0286,0,0,0
"X716274.40..",0,0,0,0,0,0,0.05,0,0.05,0,0.1276,0,0.025,0,0,0.037,0.0575,0,0,0.0655,0.0455
"X717400.54..",0.3605,0.2421,0.3392,0.1727,0.3351,0.1653,0.2339,0.2403,0.2632,0.2293,0.2828,0.2339,0.2577,0.3462,0.35,0.3519,0.2419,0.1952,0.2455,0.2155,0.2947
"X717448.28..",0.1833,0.0533,0.1053,0.2455,0.0783,0.0333,0.05,0.2056,0.1421,0.2009,0.1552,0.1868,0.0494,0.2527,0,0,0.1117,0.1437,0.1727,0.0966,0.085
"X717494.38..",0,0.0788,0,0,0.04,0.0333,0,0.0974,0,0.037,0,0,0.025,0,0,0.037,0,0.0506,0,0,0
"X717555.55..",0.2628,0.2269,0.0526,0.1667,0.115,0.2628,0.1208,0.1688,0.2605,0.2228,0.1563,0.05,0.275,0.2879,0.25,0.0815,0.1909,0.2365,0.3182,0.2092,0.3583
"X717625.22..",0,0,0.0526,0,0,0.037,0.1491,0.0455,0.0974,0.0455,0.0966,0.0974,0.0962,0.0714,0.25,0.0815,0.0454,0,0.0909,0.0655,0
"X717982.42..",0.215,0.0533,0.4181,0.2545,0.275,0.1264,0.1842,0.303,0.1421,0.1396,0.2828,0.05,0.2019,0.1978,0.1667,0.1709,0.162,0.1437,0.1727,0.2092,0.0455
"X718048.8..",0.5138,0.4913,0.4608,0.4182,0.4723,0.4885,0.3289,0.4416,0.4289,0.4508,0.4276,0.307,0.4442,0.489,0.6,0.3917,0.4054,0.4932,0.3727,0.4966,0.45
"X718147.39..",0.3717,0.4347,0.3421,0.3091,0.4767,0.4701,0.5026,0.4762,0.45,0.4387,0.4713,0.45,0.4455,0.5,0.4,0.4831,0.4642,0.3514,0.4818,0.3954,0.4069
"X718170.64..",0.1245,0.1092,0.193,0.1429,0.2733,0.085,0,0.1688,0.2605,0.1621,0.2598,0.1421,0.0968,0.0769,0.25,0.2246,0.1076,0.1345,0,0.1032,0.0588
"X718245.18..",0,0,0,0,0.04,0,0.05,0,0.05,0,0.0655,0,0.025,0,0,0.037,0.0147,0,0.0909,0.0655,0
"X718697.50..",0.0435,0.0333,0,0,0.0435,0.0417,0.1286,0.0887,0,0,0.0655,0.05,0.0962,0,0.2,0.0417,0.0583,0,0,0.0357,0
"X718795.22..",0.4817,0.419,0.3684,0.4182,0.4004,0.3816,0.4079,0.4048,0.3895,0.3718,0.4264,0.4474,0.3929,0.456,0,0.2835,0.3374,0.442,0.1727,0.3534,0.3312
"X719044.51..",0.2228,0.1588,0.1491,0.4,0.2925,0.1462,0.2451,0.2833,0.1421,0.215,0.2828,0.3263,0.2756,0.3718,0.25,0.4683,0.2088,0.1952,0,0.266,0.25
"X719267.32..",0.4048,0.4506,0.3743,0.5179,0.4674,0.4508,0.4926,0.4827,0.4974,0.3458,0.4931,0.4649,0.4353,0.5152,0.5333,0.46,0.4558,0.4966,0.3889,0.4692,0.4346
"X719679.69..",0,0,0,0,0.04,0,0,0.0455,0.05,0,0.0966,0,0,0.0769,0,0,0.0713,0.0256,0,0.0333,0.1299
"X720207.25..",0.2228,0.1686,0.1491,0.2083,0,0.2816,0.2484,0.0887,0.1421,0.2293,0.1264,0.0974,0.2397,0.0769,0.4,0.2923,0.162,0.3037,0.2455,0.0966,0.1421
"X720382.65..",0.2783,0.2162,0.4591,0.3818,0.325,0.2828,0.2632,0.3615,0.2237,0.2009,0.2828,0.4316,0.275,0.1978,0.3,0.3305,0.2092,0.2814,0.0909,0.3253,0.2312
"X720438.8..",0.0455,0.0278,0.0526,0,0,0.1446,0.114,0,0,0,0.0333,0.0974,0.0962,0,0,0.0385,0.1166,0.1215,0.2455,0,0.1023
"X720565.41..",0.5067,0.5075,0.4591,0.4909,0.49,0.4897,0.4895,0.4913,0.4289,0.4231,0.5011,0.5117,0.5051,0.4945,0.5,0.4758,0.504,0.4906,0.5364,0.4724,0.4862
"X721037.34..",0.215,0.1509,0.2719,0,0.0783,0.0966,0,0,0.0974,0.1709,0.1264,0,0.025,0.0714,0.1667,0,0.0713,0.0256,0,0.0966,0.0435
"X721132.43..",0.115,0.0788,0,0.0909,0.15,0.0333,0.1421,0.0887,0,0.1068,0.0333,0.1,0.0731,0,0,0.037,0.0713,0.0768,0,0.0333,0.0435
"X721268.46..",0,0.0788,0,0.0909,0.1196,0.0333,0.05,0.1688,0.05,0.0726,0,0.0974,0,0.0714,0,0,0.0435,0.0256,0,0.0966,0.0435
"X721487.13..",0.2733,0.1734,0.1491,0.3636,0.2228,0.2828,0.3553,0.1762,0.2263,0.3091,0.2586,0.1421,0.3244,0.4505,0.3,0.3533,0.2829,0.3138,0.0909,0.3241,0.2332
"X721551.60..",0,0,0.1023,0,0,0,0.05,0,0,0,0,0.1842,0.025,0,0.1667,0,0.0147,0,0,0.0333,0
"X722234.69..",0.4842,0.4731,0.5029,0.4167,0.5033,0.4828,0.4974,0.5043,0.5105,0.5092,0.5057,0.5117,0.4788,0.5165,0.5833,0.5,0.4972,0.4992,0.5091,0.5046,0.5079
"X722909.24..",0.5072,0.4835,0.4837,0.5091,0.4764,0.4989,0.4942,0.4048,0.4921,0.51,0.4977,0.4974,0.4692,0.4176,0.55,0.5085,0.4554,0.4887,0.3182,0.4938,0.5
"X722978.26..",0.115,0,0.0526,0,0,0.0333,0,0,0.1421,0,0.0655,0.0556,0,0.0714,0.1667,0.0726,0,0.0749,0,0,0
"X723068.18..",0.0417,0.0563,0.0526,0,0,0.0333,0.0974,0.0929,0.0974,0.1068,0.0333,0,0,0,0.2,0.1396,0.1245,0.0256,0,0.0333,0
"X723164.34..",0.4283,0.4625,0.4211,0.5,0.5054,0.3034,0.4789,0.4697,0.4789,0.5,0.4494,0.4474,0.4897,0.5165,0.3,0.3903,0.4186,0.3919,0.3636,0.4494,0.3478
"X723803.38..",0.49,0.5075,0.4211,0.4818,0.3483,0.4241,0.3842,0.4416,0.3579,0.5071,0.4828,0.3553,0.4737,0.4341,0.5333,0.4658,0.4761,0.3981,0.4182,0.4379,0.4941
"X724218.20..",0.1196,0,0.1023,0.0909,0.115,0.1264,0.1842,0.0455,0.05,0.1396,0.0655,0.05,0.1615,0.0714,0.3,0.2564,0.1115,0.0749,0.2455,0.1264,0.085
"X724823.26..",0.39,0.3889,0.3099,0.3091,0.4384,0.4264,0.45,0.3571,0.2947,0.3305,0.4529,0.4474,0.4154,0.456,0.4667,0.4744,0.405,0.3718,0.3636,0.3448,0.3735
"X725243.19..",0.0417,0.0788,0.0526,0,0.0783,0,0.05,0.0887,0,0,0.0333,0.05,0.025,0.0714,0,0,0.0147,0.0506,0.0909,0.0345,0.1299
"X725397.21..",0.1196,0.0533,0.2339,0.2455,0.37,0.0655,0.2605,0.2403,0.1421,0.3291,0.2598,0.3289,0.0962,0.2527,0.4167,0.0726,0.2425,0.1215,0.1727,0.3719,0.2727
"X725891.66..",0.0815,0.1959,0,0.0909,0,0.0655,0.0974,0.0455,0,0,0.0333,0,0.0494,0.0714,0,0,0.0575,0.0985,0,0.0966,0
"X726133.17..",0.4817,0.4947,0.4649,0.4727,0.5067,0.4379,0.4895,0.4957,0.3842,0.4915,0.4724,0.4816,0.4667,0.4505,0.5333,0.4103,0.4791,0.4939,0.4545,0.4506,0.4506
"X726327.35..",0.43,0.3882,0.3392,0.2455,0.2332,0.4529,0.3868,0.3738,0.2605,0.3903,0.2103,0.3289,0.4603,0.1374,0.3,0.3091,0.3382,0.3051,0.2545,0.3337,0.413
"X726938.52..",0,0.0579,0.0526,0,0.0435,0.0345,0.0526,0.0887,0,0.1108,0.0333,0.1078,0.0731,0.1474,0.2,0.037,0.0435,0.027,0,0.0357,0
"X728778.9..",0.1976,0.0966,0.3684,0,0.2833,0.0783,0.307,0.4026,0.2947,0.1214,0.1552,0.152,0.2224,0.1538,0.35,0.1785,0.156,0.1976,0.1889,0.1305,0.2632
"X729210.68..",0,0.1036,0,0,0.115,0.0966,0,0,0,0.037,0.0333,0.05,0.0494,0,0.1667,0.037,0,0.0749,0,0.0333,0
"X729397.39..",0.115,0.3261,0.4386,0.1727,0.3,0.2356,0.4474,0.4589,0.3632,0.2835,0.3046,0.2632,0.3532,0.3901,0.3,0.2293,0.2526,0.3514,0.2455,0.3253,0.3478
"X729510.9..",0.0783,0.027,0.0526,0,0.1833,0.0655,0.1842,0.2403,0.05,0.0726,0.0333,0.05,0.0737,0.0714,0.1667,0.0726,0.0147,0.0985,0.0909,0.0333,0.085
"X730212.35..",0.4983,0.47,0.4942,0.3182,0.4417,0.4529,0.4289,0.4437,0.4316,0.4829,0.4621,0.4105,0.4814,0.511,0.4,0.4758,0.4177,0.4683,0.5,0.4736,0.4625
"X731037.46..",0.4891,0.5067,0.5,0.5182,0.5017,0.484,0.5105,0.4667,0.4921,0.5108,0.508,0.5026,0.5077,0.511,0.5333,0.5085,0.502,0.496,0.5333,0.5066,0.5024
"X731059.11..",0,0.1276,0.1491,0,0.15,0.0966,0.0974,0.0455,0.05,0.2009,0.0655,0.1868,0.025,0.0714,0,0.1068,0.1499,0.0985,0.1727,0.0677,0.2648
"X731144.18..",0.1976,0.3161,0.0526,0.1429,0.2228,0.3483,0.3125,0.3571,0.2605,0.2403,0.1601,0.193,0.2397,0.2115,0.35,0.2467,0.2117,0.2,0.1727,0.2976,0.3235
