id,pop,sex.gonads,sex.x,oto_age,length,weight,sex.y,age_f,spawned,date_capture,capture_site_name,natal_region,hatchery,capt_region,stocked,Fin.clip.tube.label,Scientific.Name,Field.Season,INPUT..BY,INPUT.DATE,SITE.NUMBER,System,Site.Name,Site.Code,lat,long,Date.Start..DD.MM.YYYY.,Collector_1,Collector.2,TOTAL.LENGTH..mm.....for.each.individual.animal..,WEIGHT..gms.....for.each.individual.animal.,Age,Sex,S.AV.BQtage,Gonad.wt.g.,Disease.Parasites.Deformity,Sacraficed,Recapture,Genetics.No.,DNA.ref..Keller,Tag.Type_1,Tag.Colour_1,Tag.Number_1,Tag.Date_1,Tag.Lost_1,Tag.Type_2,Tag.Colour_2,Tag.Number_2,Tag.Date_2,Tag.Lost_2,Tag.Type_3,Tag.Colour_3,Tag.Number_3,Tag.Date_3,Tag.Lost_3,General.Comments.relating.to.fauna,Max.Depth..m...of.sample.area.,Ave....Depth..m...of.sample.area.,Depth.recorded.at..m.,EC.uS.cm..at.water.temp..,EC.uS.cm..at25.oC.,Temp..oC,DO..mg.L.,DO....,pH,Turbidity..NTU.,Secchi.Depth..m.,Hardness..as.CaCO3.,Oto.Vial,Comments.on.sampling.site,Plate.No..2018,Row,Column,SARDI.AGE,Fin.clip.tube.label.2,K_fas_comment,id.1,Fin.clip.tube.label.1,Genetics.No..1,Tag.Number_1.1,fas_Fin.clip.tube.label,fas_System,fas_Date.Start..DD.MM.YYYY.,fas_Sex,fas_Genetics.No.,fas_Tag.Number_1,fas_Oto.Vial,fas_FAS.Species,FAS_Batch,FAS_Specimen,fas_Combined.FAS.Code,fas_Original.client.reference,DOC,Otolith.wgt,Comments.1,Comments.2,Original.client.referance,Comments,Comments2,Supplier,Sample_Type,Reader,Reading,Readability,Age.1,Edge_Type,Comments.3,Primordium,ZL_1,ZL_2,ZL_3,ZL_4,ZL_5,ZL_6,ZL_7,ZL_8,ZL_9,ZL_10,ZL_11,ZL_12,ZL_13,ZL_14,ZL_15,ZL_16,ZL_17,ZL_18,ZL_19,ZL_20,ZL_21,ZL_22,ZL_23,ZL_24,ZL_25,ZL_26,ZL_27,ZL_28,ZL_29,ZL_30,Edge,fish_id,sp_id,site_id,microchem_id,tag_id,length.1,weight.1,sex.y.1,age_f.1,spawned.1,date_capture.1,capture_site_name.1,natal_region.1,hatchery.1,capt_region.1
GOP783,MURRAY-mid,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP346 ,Macquaria ambigua,2017-2018,,,,Murray,Torumbarry,,-35.940953,144.464355,1/11/2017,Wayne Koster,,441,1276,,,,NA,NA,,NA,,,T-bar,,138452,,NA,Pit,NA,9.82E+13,NA,NA,69kHz,NA,1275835,NA,NA, Electrofished,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,5,A,11,NA,GP346 ,,GOP783,GP346 ,,138452,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP784,MURRAY-mid,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP350 ,Macquaria ambigua,2017-2018,,,,Murray,Torumbarry,,-35.940953,144.464355,2/11/2017,Wayne Koster,,381,838,,,,NA,NA,,NA,,,T-bar,,138456,,NA,Pit,NA,9.82E+13,NA,NA,69kHz,NA,1275839,NA,NA, Fishway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,5,B,11,NA,GP350 ,,GOP784,GP350 ,,138456,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP785,MURRAY-mid,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP351 ,Macquaria ambigua,2017-2018,,,,Murray,Torumbarry,,-35.940953,144.464355,2/11/2017,Wayne Koster,,470,1660,,,,NA,NA,,NA,,,T-bar,,138457,,NA,Pit,NA,9.82E+13,NA,NA,69kHz,NA,1275840,NA,NA, Fishway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,5,C,11,NA,GP351 ,,GOP785,GP351 ,,138457,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP787,MURRAY-Barmah,,,12,NA,NA,NA,12,NA,2018,barmah,hatchery,Murrumbidgee,upper murray,stocked,144356,Macquaria ambigua,2017-2018,,,,Murray,Barmah,Barmah Choke,-35.83489,145.0525,5/6/2018,"GH, SR,WK",,450,1488,,,,NA,NA,,NA,,,,,144356,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Fin clips in foil from Hack,2.8,2,NA,60,NA,NA,12.2,NA,7.38,18.4,500,NA,,,5,E,11,NA,144356,,GOP787,144356,,144356,144356,Murray,5/6/2018,,,144356,144356,15,85,24,15_85_24,144356,6/6/2018,0.469,,144356,144356,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,12,WT,,0,0.474,0.88,1.097,1.309,1.492,1.664,1.789,1.887,1.978,2.071,2.16,2.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.362,gp144356,NA,NA,gp144356,NA,NA,NA,NA,12,NA,2018,barmah,hatchery,Murrumbidgee,upper murray
GOP788,MURRAY-Barmah,,,4,NA,NA,NA,4,NA,2018,barmah,hatchery,Murrumbidgee,upper murray,stocked,144352,Macquaria ambigua,2017-2018,,,,Murray,Barmah,Barmah Choke,-35.83489,145.0525,5/6/2018,"GH, SR,WK",,422,1176,,,,NA,NA,,NA,,,,,144352,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Fin clips in foil from Hack,2.8,2,NA,60,NA,NA,12.2,NA,7.38,18.4,500,NA,,,5,F,11,NA,144352,,GOP788,144352,,144352,144352,Murray,5/6/2018,,,144352,144352,15,85,30,15_85_30,144352,6/6/2018,0.298,,144352,144352,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,4,4,WT,slightly off centre,0,0.499,0.757,1.001,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.347,gp144352,NA,NA,gp144352,NA,NA,NA,NA,4,NA,2018,barmah,hatchery,Murrumbidgee,upper murray
GOP789,MURRAY-Barmah,,,8,NA,NA,NA,8,NA,2018,barmah,mid murray,NA,upper murray,migrant,144354,Macquaria ambigua,2017-2018,,,,Murray,Barmah,Barmah Choke,-35.83489,145.0525,5/6/2018,"GH, SR,WK",,486,2244,,,,NA,NA,,NA,,,,,144354,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Fin clips in foil from Hack,2.8,2,NA,60,NA,NA,12.2,NA,7.38,18.4,500,NA,,,5,G,11,NA,144354,,GOP789,144354,,144354,144354,Murray,5/6/2018,,,144354,144354,15,85,25,15_85_25,144354,6/6/2018,0.515,,144354,144354,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,8,WT,,0,0.649,0.974,1.218,1.427,1.645,1.75,1.891,1.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.109,gp144354,NA,NA,gp144354,NA,NA,NA,NA,8,NA,2018,barmah,mid murray,NA,upper murray
GOP790,MURRAY-Barmah,,,9,NA,NA,NA,8,NA,2018,barmah,lower darling,NA,upper murray,migrant,144355,Macquaria ambigua,2017-2018,,,,Murray,Barmah,Barmah Choke,-35.83489,145.0525,5/6/2018,"GH, SR,WK",,478,1816,,,,NA,NA,,NA,,,,,144355,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Fin clips in foil from Hack,2.8,2,NA,60,NA,NA,12.2,NA,7.38,18.4,500,NA,,,5,H,11,NA,144355,,GOP790,144355,,144355,144355,Murray,5/6/2018,,,144355,144355,15,85,29,15_85_29,144355,6/6/2018,0.465,,144355,144355,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,9,WT,,0,0.416,0.737,1.146,1.348,1.459,1.544,1.668,1.771,1.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.009,gp144355,NA,NA,gp144355,NA,NA,NA,NA,8,NA,2018,barmah,lower darling,NA,upper murray
GOP792,MURRAY-Barmah,,,8,NA,NA,NA,8,NA,2018,barmah,broken,NA,upper murray,migrant,144358,Macquaria ambigua,2017-2018,,,,Murray,Barmah,Woodcutters,-35.83489,145.0525,5/6/2018,"GH, SR,WK",,509,3118,,,,NA,NA,,NA,,,,,144358,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Fin clips in foil from Hack,4,2,NA,59,NA,NA,12.6,NA,7.41,19.3,530,NA,,,5,B,12,NA,144358,,GOP792,144358,,144358,144358,Murray,5/6/2018,,,144358,144358,15,85,21,15_85_21,144358,6/6/2018,0.472,,144358,144358,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,8,WT,,0,0.612,1.114,1.336,1.536,1.656,1.775,1.889,2.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.121,gp144358,NA,NA,gp144358,NA,NA,NA,NA,8,NA,2018,barmah,broken,NA,upper murray
GOP793,MURRAY-Barmah,,,22,NA,NA,NA,22,NA,2018,barmah,mid murray,NA,upper murray,migrant,144359,Macquaria ambigua,2017-2018,,,,Murray,Barmah,Woodcutters,-35.83489,145.0525,5/6/2018,"GH, SR,WK",,549,2614,,,,NA,NA,,NA,,,,,144359,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Fin clips in foil from Hack,4,2,NA,59,NA,NA,12.6,NA,7.41,19.3,530,NA,,,5,C,12,NA,144359,,GOP793,144359,,144359,144359,Murray,5/6/2018,,,144359,144359,15,85,26,15_85_26,144359,6/6/2018,1.001,,144359,144359,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,22,WT,,0,0.6,1.009,1.32,1.499,1.609,1.716,1.835,1.928,2.016,2.089,2.208,2.306,2.421,2.514,2.596,2.706,2.816,2.9,2.999,3.094,3.197,3.276,NA,NA,NA,NA,NA,NA,NA,NA,3.377,gp144359,NA,NA,gp144359,NA,NA,NA,NA,22,NA,2018,barmah,mid murray,NA,upper murray
GOP795,MURRAY-Barmah,,,12,NA,NA,NA,12,NA,2018,barmah,broken,NA,upper murray,migrant,144364,Macquaria ambigua,2017-2018,,,,Murray,Barmah,Picnic Point,-35.85317,144.99956,5/6/2018,"GH, SR,WK",,526,2596,,,,NA,NA,,NA,,,,,144364,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Fin clips in foil from Hack,4,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,5,E,12,NA,144364,,GOP795,144364,,144364,144364,Murray,5/6/2018,,,144364,144364,15,85,28,15_85_28,144364,6/6/2018,0.715,,144364,144364,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,12,WT,,0,0.55,0.856,1.107,1.276,1.48,1.646,1.767,1.828,1.907,1.97,2.045,2.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.253,gp144364,NA,NA,gp144364,NA,NA,NA,NA,12,NA,2018,barmah,broken,NA,upper murray
GOP408,MURRUMBIDGEE,F,F,7,432,1015,female,7,2010,4/4/2018,yarrada ds,hatchery,Murrumbidgee,murrumbidgee,YES,GP592,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Yarrada DS,,-34.545984,145.80323,4/4/2018,RAR,,432,1015,,F,2b,12.5,NA,,NA,GP592,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,1,B,11,NA,GP592,,GOP408,GP592,GP592,,GP592,Murrumbidgee,4/4/2018,F,GP592,,1,15,88,19,15_88_19,1,4/4/2018,0.542,,GP592,1,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,7,WT,,0,0.619,1.126,1.371,1.531,1.669,1.791,1.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.992,152-1,MAC AMB,152,bidggp01,NA,432,1015,female,7,2010,4/4/2018,yarrada ds,hatchery,Murrumbidgee,murrumbidgee
GOP413,MURRUMBIDGEE,M,M,6,354,619.6,male,6,2011,4/4/2018,yarrada us,hatchery,Murrumbidgee,murrumbidgee,YES,GP599,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Yarrada US,,-34.55772,145.82076,4/4/2018,RAR,,354,619.6,,M,2a,0.9,NA,,NA,GP599,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,,1,G,11,NA,GP599,,GOP413,GP599,GP599,,GP599,Murrumbidgee,4/4/2018,M,GP599,,8,15,88,24,15_88_24,8,4/4/2018,0.272,,GP599,8,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,6,WT,,0,0.561,0.876,1.135,1.344,1.527,1.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.821,156-8,MAC AMB,156,bidggp08,NA,354,619.6,male,6,2011,4/4/2018,yarrada us,hatchery,Murrumbidgee,murrumbidgee
GOP429,MURRUMBIDGEE,M,M,5,369,727.2,male,5,2012,5/4/2018,willbriggie,hatchery,Murrumbidgee,murrumbidgee,YES,GP617,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Willbriggie,,-34.5574,145.95503,5/4/2018,RAR,,369,727.2,,M,2a,1.2,NA,,NA,GP617,Keller 1253,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,,2,A,2,NA,GP617,,GOP429,GP617,GP617,,GP617,Murrumbidgee,5/4/2018,M,GP617,,38,15,88,40,15_88_40,38,5/4/2018,0.278,,GP617,38,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,3,5,WT,,0,0.666,1.139,1.394,1.562,1.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.798,174-38,MAC AMB,174,bidggp38,NA,369,727.2,male,5,2012,5/4/2018,willbriggie,hatchery,Murrumbidgee,murrumbidgee
GOP428,MURRUMBIDGEE,F,F,19,496,1482,female,19,1998,5/4/2018,willbriggie,hatchery,Murrumbidgee,murrumbidgee,YES,GP616,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Willbriggie,,-34.5574,145.95503,5/4/2018,RAR,,496,1482,,F,2b,25.4,NA,,NA,GP616,Keller 1252,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,,2,H,1,NA,GP616,,GOP428,GP616,GP616,,GP616,Murrumbidgee,5/4/2018,F,GP616,,37,15,88,39,15_88_39,37,5/4/2018,0.847,,GP616,37,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,19,WT,,0,0.524,0.961,1.272,1.494,1.696,1.892,2.056,2.158,2.303,2.398,2.483,2.587,2.719,2.853,2.964,3.082,3.171,3.275,3.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.441,174-37,MAC AMB,174,bidggp37,NA,496,1482,female,19,1998,5/4/2018,willbriggie,hatchery,Murrumbidgee,murrumbidgee
GOP398,MURRUMBIDGEE,F,F,3,317,485,female,3,2014,3/4/2018,gogelderie weir ds,murrumbidgee,,murrumbidgee,NO,GP578,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Gogelderie weir DS,,-34.61709,146.23889,3/4/2018,RAR,,317,485,,F,2a,2.3,NA,,NA,GP578,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,,1,H,9,NA,GP578,,GOP398,GP578,GP578,,GP578,Murrumbidgee,3/4/2018,F,GP578,,70,15,88,9,15_88_9,70,3/4/2018,0.206,,GP578,70,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,3,3,WT,maybe missed inner @ .351mm,0,0.645,1.135,1.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.447,180-70,MAC AMB,180,bidggp70,NA,317,485,female,3,2014,3/4/2018,gogelderie weir ds,murrumbidgee,,murrumbidgee
GOP423,MURRUMBIDGEE,M,M,8,424,1138,male,8,2009,4/4/2018,yarrada us,hatchery,Murrumbidgee,murrumbidgee,YES,GP610,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Yarrada US,,-34.55772,145.82076,4/4/2018,RAR,,424,1138,,M,2b,1.6,NA,,NA,GP610,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,,2,C,1,NA,GP610,,GOP423,GP610,GP610,,GP610,Murrumbidgee,4/4/2018,M,GP610,,19,15,88,34,15_88_34,19,4/4/2018,0.451,,GP610,19,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,8,WT,,0,0.591,0.973,1.247,1.492,1.665,1.786,1.904,1.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.095,156-19,MAC AMB,156,bidggp19,NA,424,1138,male,8,2009,4/4/2018,yarrada us,hatchery,Murrumbidgee,murrumbidgee
GOP427,MURRUMBIDGEE,F,F,7,432,1246,female,7,2010,5/4/2018,willbriggie,hatchery,Murrumbidgee,murrumbidgee,YES,GP615,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Willbriggie,,-34.5574,145.95503,5/4/2018,RAR,,432,1246,,F,4a,42.8,NA,,NA,GP615,Keller 1251,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,,2,G,1,NA,GP615,,GOP427,GP615,GP615,,GP615,Murrumbidgee,5/4/2018,F,GP615,,36,15,88,38,15_88_38,36,5/4/2018,0.462,,GP615,36,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,7,WT,,0,0.65,1.084,1.317,1.463,1.598,1.706,1.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.905,174-36,MAC AMB,174,bidggp36,NA,432,1246,female,7,2010,5/4/2018,willbriggie,hatchery,Murrumbidgee,murrumbidgee
GOP392,MURRUMBIDGEE,,,2,249,218.6,NA,2,2015,3/4/2018,gogelderie weir ds,lachlan,,murrumbidgee,NO,GP571,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Gogelderie weir DS,,-34.61709,146.23889,3/4/2018,RAR,,249,218.6,,U,J,0.2,NA,,NA,GP571,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,,1,B,9,NA,GP571,,GOP392,GP571,GP571,,GP571,Murrumbidgee,3/4/2018,U,GP571,,63,15,88,3,15_88_3,63,3/4/2018,0.072,,GP571,63,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,5,NA,N/A,vateritic,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,180-63,MAC AMB,180,bidggp63,NA,249,218.6,NA,2,2015,3/4/2018,gogelderie weir ds,lachlan,,murrumbidgee
GOP426,MURRUMBIDGEE,M,M,6,382,791.4,male,6,2011,5/4/2018,willbriggie,hatchery,Murrumbidgee,murrumbidgee,YES,GP614,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Willbriggie,,-34.5574,145.95503,5/4/2018,RAR,,382,791.4,,M,2a,1,NA,,NA,GP614,Keller 1250,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,,2,F,1,NA,GP614,,GOP426,GP614,GP614,,GP614,Murrumbidgee,5/4/2018,M,GP614,,35,15,88,37,15_88_37,35,5/4/2018,0.389,,GP614,35,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,6,WT,,0,0.55,0.926,1.25,1.462,1.636,1.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.892,174-35,MAC AMB,174,bidggp35,NA,382,791.4,male,6,2011,5/4/2018,willbriggie,hatchery,Murrumbidgee,murrumbidgee
GOP410,MURRUMBIDGEE,M,M,6,413,1064,male,6,2011,4/4/2018,yarrada ds,hatchery,Murrumbidgee,murrumbidgee,YES,GP594,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Yarrada DS,,-34.545984,145.80323,4/4/2018,RAR,,413,1064,,M,3,3.2,NA,,NA,GP594,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,,1,D,11,NA,GP594,,GOP410,GP594,GP594,,GP594,Murrumbidgee,4/4/2018,M,GP594,,3,15,88,21,15_88_21,3,4/4/2018,0.366,,GP594,3,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,6,WT,,0,0.702,1.113,1.342,1.485,1.57,1.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.787,152-3,MAC AMB,152,bidggp03,NA,413,1064,male,6,2011,4/4/2018,yarrada ds,hatchery,Murrumbidgee,murrumbidgee
GOP425,MURRUMBIDGEE,M,M,5,383,809.2,male,5,2012,5/4/2018,willbriggie,murrumbidgee,,murrumbidgee,NO,GP613,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Willbriggie,,-34.5574,145.95503,5/4/2018,RAR,,383,809.2,,M,2a,1.5,NA,,NA,GP613,Keller 1249,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,,2,E,1,NA,GP613,,GOP425,GP613,GP613,,GP613,Murrumbidgee,5/4/2018,M,GP613,,34,15,88,36,15_88_36,34,5/4/2018,0.292,,GP613,34,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,5,WT,,0,0.631,1.032,1.261,1.448,1.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.673,174-34,MAC AMB,174,bidggp34,NA,383,809.2,male,5,2012,5/4/2018,willbriggie,murrumbidgee,,murrumbidgee
GOP407,MURRUMBIDGEE,F,F,4,295,388,female,4,2013,3/4/2018,gogelderie weir ds,hatchery,Murrumbidgee,murrumbidgee,YES,GP591,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Gogelderie weir DS,,-34.61709,146.23889,3/4/2018,RAR,,295,388,,F,2a,2.1,NA,,NA,GP591,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,,1,A,11,NA,GP591,,GOP407,GP591,GP591,,GP591,Murrumbidgee,3/4/2018,F,GP591,,59,15,88,18,15_88_18,59,3/4/2018,0.174,,GP591,59,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,3,4,WT,,0,0.428,0.888,1.22,1.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.623,180-59,MAC AMB,180,bidggp59,NA,295,388,female,4,2013,3/4/2018,gogelderie weir ds,hatchery,Murrumbidgee,murrumbidgee
GOP405,MURRUMBIDGEE,F,F,3,349,655,female,3,2014,3/4/2018,gogelderie weir ds,murrumbidgee,,murrumbidgee,NO,GP587,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Gogelderie weir DS,,-34.61709,146.23889,3/4/2018,RAR,,349,655,,F,2a,3.3,NA,,NA,GP587,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,,1,G,10,NA,GP587,,GOP405,GP587,GP587,,GP587,Murrumbidgee,3/4/2018,F,GP587,,79,15,88,16,15_88_16,79,3/4/2018,0.267,,GP587,79,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,3,WT,,0,0.667,1.186,1.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.561,180-79,MAC AMB,180,bidggp79,NA,349,655,female,3,2014,3/4/2018,gogelderie weir ds,murrumbidgee,,murrumbidgee
GOP409,MURRUMBIDGEE,M,M,7,411,848.4,male,7,2010,4/4/2018,yarrada ds,murrumbidgee,,murrumbidgee,NO,GP593,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Yarrada DS,,-34.545984,145.80323,4/4/2018,RAR,,411,848.4,,M,2a,0.8,NA,,NA,GP593,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,1,C,11,NA,GP593,,GOP409,GP593,GP593,,GP593,Murrumbidgee,4/4/2018,M,GP593,,2,15,88,20,15_88_20,2,4/4/2018,0.428,,GP593,2,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,7,NT,,0,0.611,1.055,1.316,1.502,1.653,1.795,1.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.972,152-2,MAC AMB,152,bidggp02,NA,411,848.4,male,7,2010,4/4/2018,yarrada ds,murrumbidgee,,murrumbidgee
