"","BROKEN","CAMPASPE","DUMARESQ","EDWARD-WAKOOL","GINGHAM","GOULBURN","GUNBOWER","GWYDIR","L_MURRAY","LODDON_PYRAMID","LOWER_DARLING","MACINTYRE","MACQUARIE","MULLAROO_LINDSAY","MURRAY-Barmah","MURRAY-dsYarrawonga","MURRAY-mid","MURRUMBIDGEE","SEVERN","UPPER_DARLING","WIMMERA"
"X667777.35..",0.04,0.027,0,0.0909,0,0.0333,0.05,0,0.1,0,0.0667,0,0.025,0,0,0,0.0294,0,0.0909,0.0333,0.0435
"X668096.46..",0.1304,0,0.0526,0.1111,0.0435,0.1786,0.0588,0.0455,0,0.0385,0.0333,0.1,0.025,0,0,0.1111,0.0299,0.0526,0.0909,0.1034,0.05
"X668289.11..",0.32,0.1351,0.4211,0,0.2,0.2,0.3,0.2727,0.25,0.2222,0.2333,0.15,0.225,0.2143,0.3333,0.2963,0.3676,0.2308,0.1818,0.4,0.1304
"X669101.10..",0.52,0.5135,0.3684,0.4545,0.4,0.3,0.35,0.1818,0.4,0.2222,0.3,0.45,0.2,0.2857,0.5,0.3704,0.2794,0.1538,0.3636,0.3,0.1739
"X669142.33..",0.0833,0.0278,0.1579,0,0.12,0.0714,0.0588,0.0455,0.15,0.037,0.1333,0.05,0,0.0714,0.1667,0,0.0455,0,0.0909,0.1034,0.05
"X669210.49..",0.36,0.4857,0.4211,0.3636,0.8095,0.5333,0.5,0.6364,0.5,0.6667,0.5,0.4,0.525,0.5,0.6667,0.4815,0.4559,0.6053,0.6364,0.5,0.6522
"X669287.54..",0.3043,0.2973,0.2632,0.1111,0.56,0.5517,0.4,0.5909,0.25,0.5,0.4,0.25,0.625,0.5,0.2,0.3704,0.4412,0.4872,0.5455,0.3667,0.45
"X669790.37..",0.12,0.0811,0.0526,0.1818,0.12,0.0333,0,0.381,0.1,0.0741,0.1667,0.1,0.125,0.0714,0.3333,0.1481,0.0735,0.0769,0.1818,0.1,0.1739
"X669822.65..",0,0,0,0,0,0,0,0,0.05,0.0833,0.0667,0,0.075,0,0,0.04,0.0149,0.0789,0,0,0
"X670613.60..",0.125,0.2,0.0526,0.0909,0.24,0.1333,0.05,0.1429,0.05,0.1481,0.1333,0.15,0.1795,0,0.2,0.4444,0.0923,0.1842,0.0909,0.1379,0.0435
"X671358.31..",0,0,0.0526,0,0.04,0.0333,0.1,0.0455,0.05,0.037,0.0333,0.1,0.025,0,0.1667,0.037,0.0441,0.0256,0.0909,0,0
"X671452.62..",0.16,0.0857,0.0526,0.0909,0.04,0.1333,0.25,0.0455,0.05,0.0741,0.0333,0.05,0.1,0,0,0.1481,0.0735,0.2051,0.0909,0.0667,0.3043
"X671643.22..",0.5417,0.5135,0.6316,0.4545,0.4091,0.3333,0.5,0.5909,0.45,0.2963,0.4333,0.4737,0.4737,0.4286,0.4,0.3704,0.4776,0.5135,0.2727,0.4231,0.4348
"X671743.21..",0,0.027,0,0,0.04,0.0667,0,0.0455,0.05,0.2222,0.0333,0.05,0.05,0,0,0,0.0441,0.0769,0,0,0.1304
"X672118.38..",0.2727,0.1765,0.2778,0.1429,0.5217,0.6,0.3333,0.1364,0.3,0.3913,0.4,0.15,0.325,0.1538,0,0.1923,0.3485,0.3143,0.6,0.2963,0.4
"X672273.39..",0.5,0.375,0.3158,0,0.5455,0.3913,0.375,0.381,0.35,0.16,0.3333,0.6,0.275,0.5,0.2,0.4074,0.3125,0.3429,0.5,0.3333,0.2632
"X672576.47..",0,0.1622,0.2632,0.0909,0.0833,0,0.1,0.0909,0.15,0,0.0667,0.2,0.075,0,0.1667,0,0.0735,0.0513,0.0909,0.0667,0
"X673137.20..",0.2083,0.2432,0.3158,0.4545,0.44,0.2,0.35,0.1818,0.5,0.2593,0.3667,0.15,0.15,0.2857,0,0.1852,0.1791,0.2308,0.2727,0.2414,0.1739
"X673174.24..",0.16,0.4054,0.3684,0.0909,0.125,0.1667,0.1,0.0909,0.2,0.037,0.0333,0.15,0.175,0.1429,0.1667,0.2593,0.1176,0.1026,0.1818,0.2,0.087
"X673364.32..",0.2,0.2162,0.1579,0.1818,0.2,0.1667,0.2,0.3182,0.25,0.1852,0.2667,0.2,0.2,0.1429,0.5,0.1852,0.3235,0.2821,0,0.3333,0.087
"X673583.54..",0.44,0.4054,0.4211,0.0909,0.5,0.5667,0.6,0.4545,0.4,0.4074,0.4333,0.35,0.3,0.3571,0.6667,0.2222,0.3824,0.3421,0.3636,0.4,0.3913
"X673766.21..",0.36,0.4054,0.2105,0.0909,0.24,0.4,0.35,0.5,0.55,0.2963,0.4,0.45,0.3,0.2857,0.5,0.2963,0.3529,0.359,0.4545,0.4,0.3043
"X673872.30..",0.087,0.0882,0.2105,0,0,0.0357,0,0.0909,0,0.1538,0.0667,0.1579,0.075,0.0714,0,0.1154,0.1094,0.1053,0,0,0.2105
"X674036.21..",0,0,0,0,0,0.0357,0,0,0,0.2083,0,0,0.025,0,0,0,0.0597,0.0769,0,0,0.1
"X674073.18..",0.08,0.1351,0.3684,0.0909,0.16,0.1333,0.05,0.0455,0.05,0.1111,0.1,0.1,0.125,0,0.3333,0.0741,0.0441,0.0256,0.0909,0.0333,0
"X674253.30..",0,0.1111,0.1579,0.25,0.1667,0,0.05,0.1818,0.05,0.0417,0.1,0.2,0.025,0,0,0.0741,0.0299,0.1282,0,0.0345,0
"X674316.10..",0.16,0.1351,0.0526,0.2727,0,0.0667,0.1,0.0909,0.2,0.1111,0.2,0.1,0.025,0.2143,0,0.0741,0.1324,0.2051,0.0909,0.1333,0.087
"X674383.63..",0.1739,0.3214,0,0.2857,0.4762,0.0741,0.0588,0,0.2,0.2917,0.1333,0.2105,0.175,0.1818,0,0.2692,0.1642,0.2308,0.0909,0.037,0.1111
"X674425.49..",0.2083,0.1892,0.0526,0.1818,0.08,0.2333,0.15,0.0455,0.2,0.0741,0.1,0.05,0.15,0.1429,0,0.037,0.0882,0.1282,0,0,0.087
"X675192.57..",0.12,0.0811,0.0526,0.1818,0.04,0.0333,0.05,0,0,0.037,0,0,0.075,0.0714,0,0.037,0.0147,0.0526,0,0,0.1304
"X675524.46..",0.56,0.4595,0.5263,0.5455,0.5833,0.6,0.3,0.3636,0.45,0.4815,0.5333,0.3158,0.525,0.4286,0.8333,0.5185,0.5588,0.4872,0.5455,0.7241,0.7391
"X675731.16..",0.32,0.303,0.2105,0,0.2609,0.2083,0.0588,0.1364,0.3,0.1304,0.0667,0.1,0.2,0.1538,0.1667,0.28,0.1642,0.1579,0.1818,0.1786,0.25
"X675987.48..",0,0,0,0,0.12,0,0,0.0455,0,0.04,0,0,0.025,0,0,0.04,0.0299,0.0526,0,0,0
"X676213.19..",0.08,0.1622,0.2105,0.1818,0.12,0.1333,0.15,0.1364,0.15,0.2222,0.1,0.25,0.15,0,0.1667,0.1111,0.1324,0.1795,0.0909,0.1333,0.1739
"X676322.14..",0.3333,0.3611,0.3158,0.5455,0.625,0.3103,0.3,0.4091,0.4,0.4815,0.5667,0.35,0.3846,0.1429,0.3333,0.4444,0.4118,0.5897,0.5455,0.4333,0.3043
"X676565.40..",0.0417,0.027,0,0.0909,0.25,0,0,0.1905,0.05,0.0741,0.0667,0.05,0,0,0.2,0.1111,0.0882,0.0789,0.0909,0,0
"X676836.36..",0.28,0.4054,0.6316,0.5455,0.5,0.3667,0.35,0.5,0.5,0.5185,0.4,0.45,0.45,0.4286,0.4,0.3704,0.4853,0.5128,0.1818,0.3667,0.3478
"X677862.47..",0.08,0.027,0.2105,0.0909,0.16,0.0333,0.15,0.1364,0.05,0,0.1667,0.05,0.125,0.0714,0.1667,0.0741,0.0294,0.0513,0.0909,0.1,0.087
"X677933.62..",0.36,0.3243,0.5263,0.2727,0.64,0.3,0.45,0.4091,0.3,0.3333,0.2333,0.25,0.35,0.2857,0.3333,0.2963,0.4265,0.3846,0.4545,0.3667,0.4783
"X678179.27..",0.04,0.1622,0.1053,0,0.08,0.2333,0.2,0.0909,0.2,0.1852,0.2,0.05,0.2,0.1429,0.3333,0.1852,0.1618,0.1538,0.0909,0.0333,0.1364
"X678646.41..",0.25,0.0294,0,0.1667,0.1667,0.0833,0.2105,0,0.1,0.2308,0.0667,0.05,0.0256,0,0,0.1923,0.1061,0.1351,0.1818,0,0.15
"X679100.47..",0.375,0.3514,0.2632,0.4,0.56,0.4,0.35,0.6818,0.6,0.3846,0.5333,0.35,0.3,0.3571,0.5,0.4074,0.4412,0.4474,0.5455,0.5172,0.4091
"X679406.13..",0.52,0.5946,0.3158,0.4545,0.7826,0.5333,0.6,0.5714,0.45,0.6,0.5,0.45,0.525,0.7143,0.3333,0.5185,0.4776,0.5946,0.5455,0.5517,0.5217
"X679571.63..",0.28,0.4595,0.4211,0.7273,0.6,0.3667,0.55,0.3636,0.65,0.6667,0.6,0.65,0.575,0.2857,0.5,0.3704,0.6029,0.5,0.8182,0.6667,0.3043
"X680265.54..",0,0,0.0526,0,0,0,0.1176,0.0455,0,0.0741,0.0333,0.05,0,0,0.2,0,0,0.0256,0.0909,0,0
"X680516.62..",0.0417,0.1818,0.1667,0.375,0.56,0.0357,0.2353,0.4091,0.45,0.2,0.1667,0.2632,0.225,0.2143,0.8,0.1154,0.3182,0.2821,0.1818,0.3333,0.2381
"X680590.55..",0.08,0.0811,0.3158,0,0.32,0.1667,0.15,0.1818,0.1,0.1852,0.0667,0.2632,0.125,0.0714,0.1667,0.1852,0.0735,0.1795,0.1818,0.1,0.1304
"X680648.41..",0.44,0.5135,0.2632,0.4545,0.44,0.4333,0.7,0.5,0.4,0.4444,0.3667,0.45,0.475,0.4286,0.1667,0.4815,0.4706,0.5385,0.4545,0.4333,0.4348
"X680846.15..",0,0.0357,0.0556,0.1667,0.08,0.1538,0,0.0455,0.05,0.08,0.1034,0,0,0.0714,0,0,0.0615,0.1111,0,0.1852,0
"X681133.15..",0.2917,0.2162,0.3684,0.2,0.3333,0.1786,0.4211,0.3333,0.2222,0.1538,0.2667,0.2,0.2778,0.0714,0.5,0.4074,0.2969,0.2222,0.3636,0.3793,0.2727
"X681173.29..",0.08,0.0286,0,0.0909,0.4348,0.0667,0.05,0.1364,0.25,0.0741,0.0667,0.15,0,0.1429,0,0.1111,0.0147,0.1316,0,0.1333,0
"X681321.56..",0.28,0.4595,0.4737,0.2727,0.625,0.6,0.4,0.5,0.5,0.5185,0.4333,0.5,0.45,0.5,0.3333,0.5926,0.5,0.5641,0.4545,0.4,0.3913
"X681728.31..",0,0.0857,0.0526,0,0,0.0345,0.0526,0.0909,0,0,0.0333,0,0.05,0.0769,0.2,0.037,0.0606,0.0263,0.0909,0.0667,0.0909
"X682282.29..",0.12,0.1622,0.1053,0,0.04,0.1333,0.05,0.1364,0.05,0.0741,0.1333,0.1,0.125,0.0714,0,0.1111,0.0294,0.0513,0,0.0333,0.087
"X682533.35..",0.6,0.4444,0.4737,0.7273,0.6,0.5357,0.4,0.6364,0.5,0.4074,0.5,0.45,0.575,0.3571,0.5,0.7778,0.3676,0.359,0.5455,0.5714,0.55
"X683667.30..",0.52,0.5405,0.2105,0.5455,0.52,0.5,0.5,0.4545,0.35,0.2593,0.4333,0.3684,0.375,0.5,0.6667,0.5185,0.5294,0.4872,0.5455,0.3333,0.2609
"X683803.39..",0.7083,0.5714,0.4444,0.3636,0.619,0.4667,0.6316,0.5,0.65,0.36,0.5,0.65,0.45,0.5,0.6,0.5769,0.5588,0.5,0.7273,0.7333,0.5909
"X683914.21..",0.48,0.4324,0.4737,0.3636,0.72,0.5333,0.35,0.4091,0.25,0.4815,0.4,0.7,0.35,0.5,0.8333,0.5556,0.5147,0.5128,0.3636,0.5333,0.3913
"X684652.16..",0.3913,0.1765,0.1053,0,0.3478,0.1923,0,0.0952,0.1,0.12,0.0333,0.05,0.275,0.0769,0,0.1852,0.1077,0.1053,0.0909,0.1379,0.1579
"X684954.53..",0.12,0.1081,0.0526,0.1818,0.04,0.1667,0.05,0.1364,0.2,0,0.0333,0.05,0.05,0.0714,0,0.0741,0.1176,0.0769,0,0.0667,0.2609
"X685209.12..",0.04,0.027,0.1053,0.0909,0.16,0.0667,0,0.0909,0.05,0.1852,0.1,0.05,0.025,0,0.1667,0.1111,0.0588,0.1282,0.0909,0,0.087
"X685413.34..",0.16,0.0833,0,0.1818,0.0833,0.1,0.05,0.2273,0.15,0.2222,0.1,0.05,0.1,0.0714,0,0.1111,0.1471,0.2632,0.0909,0.2333,0.1739
"X685536.62..",0,0,0.0526,0,0,0,0,0.0455,0.05,0.037,0,0,0,0,0,0,0.0441,0,0,0.0333,0.0476
"X685846.12..",0.2083,0.1892,0,0.125,0.25,0.0741,0.1053,0.0455,0.05,0.1111,0.0667,0.1,0.15,0.0769,0.2,0.0741,0.1212,0.0526,0,0.1,0.1053
"X686585.25..",0.08,0.2571,0.3158,0.4545,0.16,0.2,0.25,0.0455,0.35,0.3333,0.1,0.2,0.175,0.3571,0.1667,0.2593,0.2206,0.2564,0.1818,0.3793,0.1304
"X687820.60..",0.04,0.0571,0.2778,0.125,0.2,0.1379,0.2632,0.0455,0.1,0.1154,0.1333,0.1,0.1,0,0,0.0769,0.1471,0.1842,0.1818,0.2857,0.1
"X687969.13..",0,0.0541,0,0,0,0,0,0,0.2,0,0,0,0.025,0,0,0.0741,0.0441,0.0256,0,0,0
"X688786.29..",0.44,0.4,0.4444,0.4545,0.5217,0.3667,0.4737,0.4545,0.5,0.2963,0.4,0.5,0.3,0.2857,0.5,0.2692,0.4412,0.4359,0.2727,0.5,0.3478
"X689062.53..",0.24,0.2432,0.2632,0.1818,0.12,0.3333,0.05,0.1818,0.1,0.1852,0.0667,0.15,0.225,0.1429,0.1667,0.037,0.1324,0.1795,0.1818,0.1379,0.1818
"X689289.46..",0.36,0.5405,0.3684,0.6364,0.52,0.7,0.45,0.381,0.5,0.3333,0.5333,0.35,0.35,0.5,0.5,0.4815,0.3971,0.6154,0.7273,0.4138,0.2609
"X689363.14..",0.36,0.1351,0.2105,0.1818,0.44,0.3,0.2,0.2727,0.1,0.2593,0.2333,0.3,0.35,0.2857,0.3333,0.2963,0.3824,0.2051,0,0.1667,0.2174
"X689800.10..",0,0.1892,0.2632,0,0.12,0.0333,0,0.1818,0.1,0.0769,0.1333,0.15,0.125,0.2857,0.2,0.037,0.1176,0.0769,0.1818,0.1333,0
"X690087.35..",0.4167,0.4444,0.4211,0.7,0.64,0.5333,0.45,0.5455,0.65,0.4074,0.5667,0.55,0.45,0.5,0.3333,0.6296,0.4627,0.6667,0.7273,0.5667,0.5714
"X690296.15..",0.2174,0,0,0.1,0.12,0,0,0.0455,0.05,0.037,0,0,0.05,0,0,0.037,0.0147,0,0,0.0333,0.05
"X690594.33..",0.4583,0.4571,0.4737,0.4545,0.7273,0.5333,0.5,0.6364,0.35,0.4815,0.5333,0.3684,0.475,0.4286,0.6667,0.4074,0.5882,0.4474,0.3636,0.7333,0.6087
"X691015.33..",0.04,0.1351,0.1053,0.0909,0,0.0667,0.05,0.0455,0,0.2222,0.0333,0.05,0,0,0,0.1852,0.0735,0.1026,0.0909,0,0.2174
"X691283.67..",0.4167,0.2703,0,0.1818,0.2,0.1667,0.4,0.3636,0.35,0.1481,0.3333,0.15,0.175,0.4286,0.2,0.1852,0.2647,0.2308,0.1818,0.3667,0.2174
"X691317.48..",0.08,0.2432,0.0526,0.1818,0.16,0.1333,0.2,0,0.15,0.1852,0.2333,0.1,0.1,0.1429,0,0.2222,0.1176,0.2051,0,0.2,0.2174
"X691746.11..",0.4167,0.1429,0,0.0909,0,0.1333,0.25,0.1429,0.05,0.1154,0.0333,0.05,0.1,0.1429,0.3333,0.2222,0.0735,0.1081,0,0,0.0435
"X691800.54..",0,0.0811,0,0,0,0,0.1053,0,0.05,0.0385,0.1,0,0.125,0,0,0.04,0.0299,0.0256,0,0.0333,0
"X692397.7..",0.04,0.0571,0.1053,0.1818,0.1667,0.0667,0.15,0.0909,0.1,0.0741,0.1,0.05,0.125,0.1429,0.2,0.1111,0.1176,0.1579,0.0909,0,0.1739
"X692414.29..",0,0.1471,0.0526,0.1,0.3043,0.1111,0.2667,0.2273,0.3,0.2083,0.3333,0.15,0.1,0.2727,0.2,0.1667,0.1061,0.1053,0.0909,0.1333,0.2105
"X693058.66..",0.08,0.027,0.0526,0,0.12,0.0333,0.25,0.0909,0.1,0.037,0.1667,0.15,0.1,0.2857,0.3333,0.1481,0.2206,0.1538,0,0.1667,0
"X693162.25..",0.125,0.027,0,0.1,0,0.0741,0,0,0,0.1111,0,0,0.05,0,0,0.0769,0.0448,0.0513,0,0,0
"X693203.58..",0.0833,0.0833,0,0.0909,0.08,0,0.15,0.1818,0,0.037,0.1,0.1,0.05,0.0714,0,0,0.0147,0.0526,0,0.0667,0
"X693252.20..",0.087,0.1081,0.2105,0,0.12,0.2,0.1,0.1818,0,0.0741,0.1667,0.2105,0.025,0.0714,0.1667,0.0769,0.0735,0.0263,0,0.1667,0.1304
"X693625.53..",0.16,0.0541,0.0526,0,0.24,0.0333,0,0,0,0.1111,0.0333,0,0.025,0.1429,0,0.1481,0,0.0513,0.0909,0,0.0435
"X694019.37..",0.04,0,0,0.0909,0,0,0.05,0.1364,0,0,0.1333,0,0,0,0.1667,0,0.0147,0,0,0.0667,0
"X694097.32..",0.04,0.0811,0,0.0909,0.04,0,0.05,0.0909,0.1,0.1111,0.1333,0.05,0.05,0.1429,0,0.2222,0.0441,0.1282,0.1818,0.1,0
"X694150.9..",0.04,0.0811,0,0,0,0.0333,0.05,0.0455,0.1,0.0741,0.0667,0,0.05,0.0714,0,0.0741,0.0294,0.1282,0.1818,0.0667,0.087
"X694313.59..",0.16,0.1143,0,0.0909,0.3043,0.1,0.2,0.0909,0.1,0.1852,0.0667,0.1,0.15,0.1429,0.2,0.1852,0.1618,0.2105,0.3636,0.1333,0.2609
"X694660.49..",0.04,0.027,0,0.0909,0,0.0667,0.1,0.1818,0.05,0,0.0667,0.05,0,0,0,0.1111,0.0588,0.0256,0.0909,0,0.1304
"X694720.9..",0.48,0.2857,0.3158,0.4545,0.2857,0.3333,0.35,0.4091,0.3,0.4815,0.3667,0.3,0.35,0.2857,0.3333,0.4074,0.4118,0.3684,0.1818,0.5172,0.3043
"X694785.12..",0.16,0.1081,0.1579,0.2727,0.12,0.2,0.15,0.1364,0.1,0.0741,0.2333,0.25,0.15,0.1429,0,0.1481,0.1912,0.0769,0.1818,0.1,0.1304
"X694919.16..",0.08,0.1944,0.3684,0,0.04,0.0667,0.25,0.2273,0.3,0.3333,0.1333,0.3,0.125,0.1429,0.3333,0.2593,0.2353,0.1026,0.3636,0.1333,0
"X694998.16..",0.44,0.5676,0.4737,0.0909,0.36,0.5333,0.5,0.6364,0.4,0.4444,0.5333,0.5,0.6,0.4286,0,0.6667,0.4412,0.5897,0.3636,0.4333,0.4783
"X695536.63..",0.2609,0.3514,0.1579,0,0.5217,0.3462,0.5294,0.4545,0.45,0.2308,0.3667,0.4211,0.3,0.4615,0.4,0.32,0.3438,0.3947,0.5455,0.3103,0.381
"X695583.32..",0.3913,0.5,0.4444,0.5,0.6957,0.5185,0.3684,0.4286,0.7,0.4815,0.4,0.65,0.625,0.4615,0.6,0.4815,0.4118,0.5405,0.7273,0.5862,0.4091
"X695709.39..",0.32,0.2973,0.3158,0.3636,0.5417,0.4667,0.5,0.4091,0.5,0.1481,0.4667,0.55,0.4,0.5714,0.5,0.5556,0.4853,0.4103,0.5455,0.5667,0.3478
"X695786.35..",0,0.027,0,0,0,0.0333,0.05,0.0455,0,0,0,0,0,0.0714,0,0,0.1045,0.0513,0,0,0
"X696292.17..",0.2917,0.375,0.2632,0.25,0.5455,0.3333,0.25,0.3636,0.15,0.36,0.3,0.4211,0.325,0.4167,0.3333,0.3333,0.303,0.4286,0.4545,0.3214,0.1667
"X696320.17..",0.24,0.3514,0.5789,0.3636,0.52,0.4333,0.35,0.4545,0.35,0.5926,0.6,0.6,0.375,0.4286,0.6667,0.5556,0.5735,0.6316,0.2727,0.4828,0.3913
"X696529.26..",0.08,0.1351,0.1579,0,0.12,0.0667,0,0.2273,0.1,0.037,0,0.2,0.025,0.0714,0.3333,0.1111,0.1176,0.0769,0.2727,0.1667,0.1304
"X696867.51..",0.12,0.1081,0.3684,0.1818,0.24,0.2069,0.3684,0.4091,0.4,0.2963,0.2333,0.2,0.15,0.0714,0.1667,0.1481,0.194,0.2564,0.0909,0.1333,0.2609
"X697144.33..",0.16,0.25,0.3684,0.5455,0.3478,0.1333,0.45,0.4091,0.35,0.3704,0.2667,0.2632,0.15,0.6429,0.3333,0.2963,0.3088,0.1714,0.1818,0.3846,0.3043
"X697400.45..",0.12,0.027,0.0526,0.2727,0,0.1333,0.1,0,0.1,0.1111,0.0333,0,0,0.0714,0.1667,0.1481,0.0441,0.1538,0,0.1,0.087
"X697755.46..",0.12,0.1081,0.0526,0.3636,0.16,0.3333,0.55,0.381,0.25,0.1111,0.2,0.3,0.2,0.0714,0.1667,0.2963,0.3235,0.2821,0.1818,0.2759,0.2174
"X698068.68..",0.08,0.1081,0.2632,0.0909,0.28,0.0333,0,0.0455,0.1,0.1111,0,0,0.1,0.1429,0.3333,0.0741,0.0294,0.0513,0,0.2,0.1739
"X698115.21..",0.08,0.1892,0.3158,0.0909,0.2,0.2,0.3,0.3333,0.3,0.1852,0.2667,0.05,0.125,0.1429,0,0.1852,0.1471,0.2105,0.1818,0.2667,0.4348
"X698240.47..",0.0417,0.0882,0.0526,0.0909,0.12,0.0357,0.1,0.2273,0,0.037,0.0667,0.05,0.15,0.0714,0,0.1111,0.0441,0.0256,0,0,0
"X698388.62..",0.16,0.0811,0,0.0909,0.16,0.0667,0.1,0.0909,0.05,0.2222,0.2,0.1,0.1,0.0714,0.1667,0.2222,0.1176,0.1795,0.1818,0.1333,0.087
"X698734.39..",0.375,0.3889,0.2105,0.4545,0.2727,0.2667,0.45,0.3636,0.1,0.5556,0.4667,0.25,0.5,0.2857,0.1667,0.4074,0.3382,0.2703,0.1818,0.6333,0.3913
"X698814.31..",0.375,0.2703,0.0526,0.0909,0.12,0.3667,0.35,0.1818,0.2,0.2593,0.1,0.05,0.275,0.0714,0,0.2963,0.2206,0.2821,0.2727,0.1333,0.4783
"X699144.67..",0.04,0.0278,0.0526,0,0.0435,0.1667,0.05,0,0.05,0.0741,0.0667,0,0.075,0,0.3333,0.0741,0.0441,0.0769,0,0,0
"X699179.63..",0,0,0.0526,0,0,0.037,0.0526,0.0455,0.05,0.0417,0.0667,0,0.125,0.0714,0,0.12,0.0455,0.0541,0.0909,0.0385,0.05
"X699201.23..",0.08,0.027,0.0526,0,0,0.1333,0.05,0.1364,0,0.037,0.0333,0.1,0,0,0,0,0.0294,0.0256,0,0.1,0
"X700069.32..",0.4,0.4595,0.3158,0.2727,0.36,0.5333,0.5,0.5455,0.55,0.5556,0.4667,0.4,0.5,0.4286,0.5,0.4074,0.5294,0.5641,0.5455,0.5,0.3478
"X700125.35..",0,0.0541,0.0526,0.1818,0.24,0.0333,0.05,0.1818,0.05,0,0.1333,0.1,0.025,0.0714,0,0,0.0735,0.0769,0,0.0667,0.2174
"X700210.42..",0,0,0.1579,0,0.04,0.0333,0,0,0.05,0.037,0,0.05,0,0,0,0.1481,0.0294,0,0,0.0667,0
"X700603.9..",0.48,0.5143,0.2632,0.3636,0.2727,0.4333,0.45,0.2273,0.55,0.4444,0.3,0.35,0.45,0.1429,0,0.5,0.3235,0.4103,0.6364,0.4828,0.3913
"X700627.66..",0.3333,0.4444,0.4737,0.4,0.35,0.4483,0.2105,0.4545,0.1,0.5926,0.3667,0.35,0.475,0.2857,0.4,0.3704,0.3088,0.4474,0.3636,0.2,0.5
"X700695.30..",0.16,0.3784,0.3158,0.2727,0.68,0.2,0.4,0.5,0.35,0.4815,0.4,0.25,0.3,0.2857,0.5,0.4815,0.3676,0.3421,0.2727,0.4333,0.5217
"X701242.12..",0.44,0.3514,0.3684,0.5455,0.5833,0.4333,0.6,0.7727,0.35,0.4815,0.5,0.35,0.375,0.5,0.6667,0.6667,0.4412,0.6486,0.4545,0.6333,0.4783
"X701368.60..",0.08,0.2162,0,0,0,0.0333,0.05,0.0455,0,0,0.0667,0.05,0.025,0.0714,0,0,0.0441,0.0513,0,0.1,0.0455
"X701463.37..",0.08,0.1081,0.3158,0.0909,0.16,0.2,0.05,0.0909,0.3,0.1481,0.0333,0.35,0.125,0.0714,0.3333,0.1481,0.1912,0.2051,0.1818,0.1,0.087
"X701686.30..",0.28,0.3243,0.3158,0.2727,0.16,0.2667,0.15,0.2727,0.15,0.1852,0.2333,0.35,0.175,0.3571,0,0.1481,0.1765,0.1538,0.4545,0.3667,0.2174
"X701797.53..",0.08,0.027,0.0526,0.0909,0,0.1,0,0.0909,0,0.1481,0,0,0.025,0,0,0.0741,0.0735,0.1026,0,0,0.0435
"X702231.67..",0.087,0.0286,0.0526,0,0.1739,0.0333,0.0526,0,0,0.0769,0,0,0,0.0769,0,0.037,0.0455,0,0,0.1,0
"X702507.7..",0,0,0,0.125,0,0,0.1176,0,0,0,0,0.05,0,0,0,0.04,0.0806,0.0513,0,0,0
"X702561.24..",0.08,0.1622,0,0,0,0.0667,0.05,0.0455,0.2,0.037,0.1,0.2,0.025,0,0,0.0741,0.1029,0.0263,0.1818,0.1667,0.1739
"X703311.9..",0.0417,0,0,0,0,0.0333,0,0,0.15,0,0,0,0,0.0714,0,0,0.0294,0,0.0909,0,0.0909
"X703348.16..",0,0.0556,0,0,0.2083,0.0333,0.1,0,0,0.037,0.0667,0.1,0,0.1429,0,0,0.0147,0.0513,0,0.1333,0
"X703975.17..",0.12,0.1081,0,0,0.2,0.0667,0.1,0.0455,0.05,0.1111,0.0333,0,0.05,0.0714,0,0.037,0.1029,0.1282,0.0909,0.1,0.0435
"X704292.44..",0.2609,0.3529,0.1053,0.1667,0.1739,0.2857,0.25,0.0909,0.05,0.375,0.0667,0,0.275,0.0769,0,0.2083,0.1212,0.2564,0.3636,0.1379,0.3158
"X704461.58..",0.4583,0.4571,0.5263,0.5,0.52,0.3913,0.5263,0.8182,0.55,0.5769,0.3667,0.75,0.475,0.4286,0.4,0.6154,0.4848,0.5556,0.7273,0.5862,0.5263
"X704526.8..",0.48,0.5676,0.5263,0.1818,0.44,0.4,0.4,0.5,0.45,0.3704,0.5,0.4,0.325,0.1429,0.5,0.4074,0.3088,0.4359,0.2727,0.5,0.3913
"X704700.12..",0.16,0.2162,0.1053,0.1818,0.04,0.2,0.1,0.1818,0.1,0.2963,0.2333,0.15,0.2,0.1429,0,0.1852,0.1324,0.2308,0.5,0.1724,0.1304
"X705396.14..",0,0.0811,0,0,0.08,0.0333,0.05,0.0455,0.05,0.0741,0.0333,0,0.05,0.0714,0,0,0.0441,0.0513,0,0.0333,0
"X705564.60..",0,0,0.1053,0,0.0435,0.0357,0,0,0,0.04,0,0.1053,0.025,0.0769,0,0,0.0154,0.0526,0,0,0
"X705764.45..",0.56,0.4857,0.5263,0.1818,0.5217,0.4333,0.55,0.4545,0.5,0.4444,0.4333,0.35,0.4,0.3571,0.3333,0.5185,0.5,0.5,0.4545,0.4333,0.4348
"X706169.34..",0.08,0.0811,0.0526,0.1818,0.12,0.0667,0,0.1364,0.25,0.0741,0.1333,0.25,0.05,0.2143,0,0.1111,0.1324,0.1026,0.3636,0.0667,0.1739
"X706674.57..",0.16,0,0,0.1818,0,0.0333,0.05,0.0455,0,0.037,0.0667,0.05,0.175,0,0,0.0741,0.0441,0.0513,0,0.1,0.0435
"X706704.45..",0.24,0.0833,0.1053,0.1818,0.04,0.1,0.1,0.1364,0.2,0.1111,0.2,0.2,0.275,0.3571,0,0.2222,0.2941,0.1538,0.0909,0.2,0.1429
